頭	あたま	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ま</span>			[sound:頭_b.mp3][sound:頭_g.mp3]			голова		голова АТАМАна	сущ	части тела	18	10	JLPT5
新しい	あたらしい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ら</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>し</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:新しい_b.mp3][sound:新しい_g.mp3]			новый			прилагательное	прилагательное	19	232	JLPT5
あちら( 彼方)	あちら			[sound:あちら( 彼方)_b.mp3][sound:あちら( 彼方)_g.mp3]			та сторона, там			местоимение	местоимение	20	448	JLPT5
厚い	あつい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:厚い_b.mp3][sound:厚い_g.mp3]			толстый (о плоских предм.), теплый, сердечный			прилагательное	прилагательное	21	233	JLPT5
暑い	あつい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:暑い_b.mp3][sound:暑い_g.mp3]			горячий, жаркий			прилагательное	прилагательное	22	234	JLPT5
熱い	あつい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:熱い_b.mp3][sound:熱い_g.mp3]			горячий, жаркий			прилагательное	прилагательное	23	235	JLPT5
後	あと	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>と</span>			[sound:後_b.mp3][sound:後_g.mp3]			после, позади			послелог	послелог	24	627	JLPT5
貴女 (あなた)	あなた			[sound:貴女 (あなた)_b.mp3][sound:貴女 (あなた)_g.mp3]			Вы			местоимение	местоимение	25	449	JLPT5
兄	あに	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>に</span>			[sound:兄_b.mp3][sound:兄_g.mp3]			старший брат			сущ	семья	26	102	JLPT5
姉	あね	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ね</span>			[sound:姉_b.mp3][sound:姉_g.mp3]			старшая сестра			сущ	семья	27	103	JLPT5
あの	あの			[sound:あの_b.mp3][sound:あの_g.mp3]			послушайте			междометие	междометие	28	659	JLPT5
あの (彼の)	あの			[sound:あの (彼の)_b.mp3][sound:あの (彼の)_g.mp3]			тот			местоимение	местоимение	29	450	JLPT5
アパート	アパート		"<img src=""paste_1633259157873.webp"">"	[sound:アパート_b.mp3][sound:アパート_g.mp3]			многоквартирный дом, квартира			гайрайго	гайрайго	30	320	JLPT5
浴びる	あびる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>び</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:浴びる_b.mp3][sound:浴びる_g.mp3]			обливаться, быть залитым			глагол	глагол	31	520	JLPT5
危ない	あぶない	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ぶ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>な</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:危ない_b.mp3][sound:危ない_g.mp3]			опасный, рискованный			прилагательное	прилагательное	32	236	JLPT5
甘い	あまい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ま</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:甘い_b.mp3][sound:甘い_g.mp3]			сладкий, снисходительный			прилагательное	прилагательное	33	237	JLPT5
余り	あまり				[sound:余り_b.mp3][sound:余り_g.mp3]			остаток, излишек,(ни) - очень, слишком, чересчур			наречие	наречие	34	479	JLPT5
雨	あめ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>め</span>		"<img src=""paste_1633263623154.webp"">"	[sound:雨_b.mp3][sound:雨_g.mp3]	今日は雨が降ると思います	Думаю, сегодня будет дождь.	дождь			сущ	природа	35	22	JLPT5
洗う	あらう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ら</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span>			[sound:洗う_b.mp3][sound:洗う_g.mp3]			мыть, стирать, смывать			глагол	глагол	36	521	JLPT5
在る[бытие]	ある			[sound:在る[бытие]_b.mp3][sound:在る[бытие]_g.mp3]			существовать,находиться, быть			глагол	глагол	37	522	JLPT5
有る[местонахождение]	ある			[sound:有る[местонахождение]_b.mp3][sound:有る[местонахождение]_g.mp3]			существовать,находиться, быть			глагол	глагол	38	523	JLPT5
歩く	あるく	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>あ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>く</span>			[sound:歩く_b.mp3][sound:歩く_g.mp3]			идти, ходить пешком			глагол	глагол	39	524	JLPT5
あれ	あれ			[sound:あれ_b.mp3][sound:あれ_g.mp3]			то, это 2 ой, как?			местоимение	местоимение	40	451	JLPT5
良い	いい／よい			[sound:良い_b.mp3][sound:良い_g.mp3]			хороший, подходящий			прилагательное	прилагательное	41	238	JLPT5
いいえ( 否)	いいえ			[sound:否_b.mp3][sound:否_g.mp3]			нет			междометие	междометие	42	1	JLPT5
（いいえ）何う-致しまして。	いいえ）どういたしまして			[sound:（いいえ）何う-致しまして。_b.mp3][sound:（いいえ）何う-致しまして。_g.mp3]			не за что (на спасибо)			сущ	этикет	43	81	JLPT5
言う	いう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span>			[sound:言う_b.mp3][sound:言う_g.mp3]			говорить, сказать, сообщать, рассказывать			глагол	глагол	44	525	JLPT5
家	いえ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>え</span>		"<img src=""paste_1633264525404.webp"">"	[sound:家_b.mp3][sound:家_g.mp3]	私の家の屋根は赤い。	Крыша моего дома красная.	дом			сущ	дом	45	201	JLPT5
行く	いく／ゆく			[sound:行く_b.mp3][sound:行く_g.mp3]			идти, ехать, направляться			глагол	глагол	46	526	JLPT5
幾つ	いくつ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>つ</span>			[sound:幾つ_b.mp3][sound:幾つ_g.mp3]			сколько (лет)?			местоимения	местоимения	47	452	JLPT5
幾ら	いくら				[sound:幾ら_b.mp3][sound:幾ら_g.mp3]			сколько? 			местоимения	местоимения	48	453	JLPT5
池	いけ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>け</span>			[sound:池_b.mp3][sound:池_g.mp3]	公園の中央に池がある。	В центре парка есть пруд.	пруд		сделал красивый ИКЭбан возле пруда	сущ	природа	49	23	JLPT5
医者	いしゃ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>しゃ</span>		"<img src=""paste_1633264591187.webp"">"	[sound:医者_b.mp3][sound:医者_g.mp3]			врач, доктор			сущ	медицина	50	36	JLPT5
椅子	いす	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>す</span>		"<img src=""paste_1633264697449.webp"">"	[sound:椅子_b.mp3][sound:椅子_g.mp3]	ちょっといすをずらしてくれない？	Could you move the chair a bit?	стул		ИСУс хотел сидеть на стуле	сущ	дом	51	202	JLPT5
忙しい	いそがしい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>そ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>が</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>し</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:忙しい_b.mp3][sound:忙しい_g.mp3]			занятый			прилагательное	прилагательное	52	239	JLPT5
痛い	いたい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:痛い_b.mp3][sound:痛い_g.mp3]			больно			прилагательное	прилагательное	53	240	JLPT5
頂きます。(戴きます)	いただきます			[sound:頂きます。(戴きます)_b.mp3][sound:頂きます。(戴きます)_g.mp3]			"приятного аппетита, ""отведаю"" (говорится перед едой)"			сущ	этикет	54	82	JLPT5
一	いち	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ち</span>			[sound:一_b.mp3][sound:一_g.mp3]			один			числа	числа	55	660	JLPT5
一々	いちいち	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ち</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ち</span>			[sound:一々_b.mp3][sound:一々_g.mp3]			по одному			наречие	наречие	56	480	JLPT5
一日	いちにち	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ち</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>に</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ち</span>		"<img src=""paste_1633199619572.webp"">"	[sound:一日_b.mp3][sound:一日_g.mp3]			целый день			время	время	57	165	JLPT5
一番	いちばん	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ち</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>ば</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ん</span>			[sound:一番_b.mp3][sound:一番_g.mp3]			самый			наречие	наречие	58	481	JLPT5
何時	いつ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>つ</span>			[sound:何時_b.mp3][sound:何時_g.mp3]			когда			местоимения	местоимения	59	454	JLPT5
五日	いつか	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span>			[sound:五日_b.mp3][sound:五日_g.mp3]			пятое число, пять дней			время	время	60	166	JLPT5
一緒	いっしょ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>っ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>しょ</span>			[sound:一緒_b.mp3][sound:一緒_g.mp3]			вместе			наречие	наречие	61	482	JLPT5
一体	いったい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>っ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:一体_b.mp3][sound:一体_g.mp3]			собственно, вообще			наречие	наречие	62	483	JLPT5
五つ	いつつ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>つ</span>			[sound:五つ_b.mp3][sound:五つ_g.mp3]			пять			числа	числа	63	661	JLPT5
何時も	いつも	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>も</span>			[sound:何時も_b.mp3][sound:何時も_g.mp3]	この箱にはリンゴが五つ入っている。	This box contains five apples.	всегда			наречие	наречие	64	484	JLPT5
今	いま	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ま</span>			[sound:今_b.mp3][sound:今_g.mp3]			сейчас			время	время	65	167	JLPT5
意味	いみ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>み</span>		"<img src=""paste_1633257577059.webp"">"	[sound:意味_b.mp3][sound:意味_g.mp3]			смысл, значение			сущ	речь	66	241	JLPT5
妹（さん）	いもうと(さん)			[sound:妹（さん）_b.mp3][sound:妹（さん）_g.mp3]			младшая сестра			сущ	семья	67	104	JLPT5
嫌	いや	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>や</span>			[sound:嫌_b.mp3][sound:嫌_g.mp3]			неприятный, противный, нет, не хочу			прилагательное	прилагательное	68	242	JLPT5
いらっしゃいませ。	いらっしゃいませ			[sound:いらっしゃいませ。_b.mp3][sound:いらっしゃいませ。_g.mp3]			добро пожаловать, чем могу служить?			сущ	этикет	69	83	JLPT5
入口	いりくち			[sound:入口_b.mp3][sound:入口_g.mp3]			вход			сущ	город	70	184	JLPT5
居る	いる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>		"<img src=""paste_1633258390794.webp"">"	[sound:居る_b.mp3][sound:居る_g.mp3]			быть, существовать (об одуш.)			глагол	глагол	71	527	JLPT5
要る	いる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:要る_b.mp3][sound:要る_g.mp3]			нуждаться			глагол	глагол	72	528	JLPT5
入れる	いれる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>れ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:入れる_b.mp3][sound:入れる_g.mp3]			класть во что-л, наливать, помещать, вмещать, впускать			глагол	глагол	73	529	JLPT5
色	いろ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ろ</span>			[sound:色_b.mp3][sound:色_g.mp3]			цвет			сущ	цвет	74	185	JLPT5
色々	いろいろ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ろ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ろ</span>			[sound:色々_b.mp3][sound:色々_g.mp3]			различный			наречие	наречие	75	485	JLPT5
岩	いわ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>わ</span>			[sound:岩_b.mp3][sound:岩_g.mp3]			скала			сущ	природа	76	24	JLPT5
上	うえ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>え</span>			[sound:上_b.mp3][sound:上_g.mp3]			верх, верхняя часть			послелог	послелог	77	628	JLPT5
後ろ	うしろ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>し</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ろ</span>			[sound:後ろ_b.mp3][sound:後ろ_g.mp3]			позади, сзади			послелог	послелог	78	629	JLPT5
薄い	うすい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>す</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:薄い_b.mp3][sound:薄い_g.mp3]			тонкий, светлый, неяркий, жидкий, слабый			прилагательное	прилагательное	79	243	JLPT5
歌	うた	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>た</span>			[sound:歌_b.mp3][sound:歌_g.mp3]			песня, стихи, поэзия			сущ	искусство	80	46	JLPT5
歌う	うたう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span>			[sound:歌う_b.mp3][sound:歌う_g.mp3]	この歌を歌えますか。	Вы можете спеть эту песню?	петь		УТАчка любит стихи	глагол	глагол	81	530	JLPT5
家	うち	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ち</span>			[sound:家_b.mp3][sound:家_g.mp3]			дом			сущ	дом	82	203	JLPT5
生まれる	うまれる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ま</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>れ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:生まれる_b.mp3][sound:生まれる_g.mp3]			рождаться			глагол	глагол	83	531	JLPT5
海	うみ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>み</span>			[sound:海_b.mp3][sound:海_g.mp3]			море			сущ	природа	84	25	JLPT5
売る	うる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:売る_b.mp3][sound:売る_g.mp3]			продавать			глагол	глагол	85	532	JLPT5
